

###################################################
################# Relatorio ArLis #################
###################################################

Numero de comparacoes para inserir arvore: 29329
Numero de comparacoes para remover arvore: 7813
Numero de comparacoes para percorrer arvore: 1366
Numero de comparacoes para buscar nivel da arvore: 0
Numero de comparacoes por palavra na lista: 1234


###################################################

[Comparacoes do nó] -> [insercoes] [remocoes] [percurso] [busca nivel]

[       sem        ] -> [15]

[   horizontes.    ] -> [15]

[                  ] -> [15]

[       nas        ] -> [15]

[        E         ] -> [15]

[        o         ] -> [15]

[     habito       ] -> [15]

[      vivi        ] -> [15]

[       em         ] -> [15]

[    calcadas.     ] -> [15]

[       de         ] -> [15]

[     sofrer,      ] -> [15]

[       que        ] -> [15]

[     Oitenta      ] -> [15]

[      tanto       ] -> [15]

[       me         ] -> [15]

[    diverte,      ] -> [15]

[       por        ] -> [15]

[        e         ] -> [15]

[      doce        ] -> [15]

[     herana       ] -> [15]

[     Itabira      ] -> [15]

[      cento       ] -> [15]

[   itabirana.     ] -> [15]

[                  ] -> [15]

[       De         ] -> [15]

[       de         ] -> [15]

[     Itabira      ] -> [14]

[     trouxe       ] -> [14]

[     prendas      ] -> [14]

[      ferro       ] -> [15]

[    diversas      ] -> [15]

[       que        ] -> [15]

[       ora        ] -> [15]

[       Por        ] -> [15]

[       nas        ] -> [15]

[       te         ] -> [15]

[    ofereco:      ] -> [15]

[      esta        ] -> [15]

[     almas.       ] -> [15]

[    baixa...      ] -> [15]

[       de         ] -> [15]

[     ferro,       ] -> [15]

[        E         ] -> [15]

[     futuro       ] -> [15]

[       aco        ] -> [15]

[       do         ] -> [15]

[       em         ] -> [15]

[      isso        ] -> [15]

[      esse        ] -> [15]

[     Brasil,      ] -> [15]

[      este        ] -> [15]

[       Sao        ] -> [15]

[   alheamento     ] -> [15]

[    Benedito      ] -> [15]

[       do         ] -> [15]

[      velho       ] -> [15]

[       do         ] -> [15]

[    santeiro      ] -> [15]

[     Alfredo      ] -> [15]

[     Duval;       ] -> [15]

[       sou        ] -> [15]

[       que        ] -> [15]

[      este        ] -> [15]

[      couro       ] -> [15]

[       de         ] -> [15]

[       na         ] -> [15]

[      anta,       ] -> [15]

[    estendido     ] -> [15]

[       no         ] -> [15]

[      vida        ] -> [15]

[      sofa        ] -> [15]

[       da         ] -> [15]

[      sala        ] -> [15]

[     triste,      ] -> [15]

[        e         ] -> [15]

[      Tive        ] -> [15]

[    visitas;      ] -> [15]

[      este        ] -> [15]

[   porosidade     ] -> [15]

[    orgulho,      ] -> [15]

[      esta        ] -> [15]

[     cabeca       ] -> [15]

[        e         ] -> [15]

[                  ] -> [15]

  Contagem de comparacoes nos nós por posicao da lista [     Alguns       ]: 

     [0] -> [15]
     [1] -> [15]
     [2] -> [15]
     [3] -> [15]
     [4] -> [15]
     [5] -> [15]
     [6] -> [15]
  Contagem de comparacoes nos nós por posicao da lista [      anos        ]: 

     [0] -> [15]
     [1] -> [15]
     [2] -> [15]
     [3] -> [15]
     [4] -> [15]
  Contagem de comparacoes nos nós por posicao da lista [    Itabira.      ]: 

     [0] -> [15]
     [1] -> [15]
     [2] -> [15]
     [3] -> [15]
     [4] -> [15]
     [5] -> [15]
     [6] -> [15]
     [7] -> [15]
     [8] -> [15]
  Contagem de comparacoes nos nós por posicao da lista [   orgulhoso:     ]: 

     [0] -> [15]
     [1] -> [15]
     [2] -> [15]
     [3] -> [15]
     [4] -> [15]
     [5] -> [15]
     [6] -> [15]
     [7] -> [15]
     [8] -> [15]
     [9] -> [15]
     [10] -> [15]
  Contagem de comparacoes nos nós por posicao da lista [  comunicacao.    ]: 

     [0] -> [15]
     [1] -> [15]
     [2] -> [15]
     [3] -> [15]
     [4] -> [15]
     [5] -> [15]
     [6] -> [15]
     [7] -> [15]
     [8] -> [15]
     [9] -> [15]
     [10] -> [15]
     [11] -> [15]
     [12] -> [15]
  Contagem de comparacoes nos nós por posicao da lista [      ouro,       ]: 

     [0] -> [15]
     [1] -> [15]
     [2] -> [15]
     [3] -> [15]
     [4] -> [15]
     [5] -> [15]
  Contagem de comparacoes nos nós por posicao da lista [      tive        ]: 

     [0] -> [15]
     [1] -> [15]
     [2] -> [15]
     [3] -> [15]
     [4] -> [15]
  Contagem de comparacoes nos nós por posicao da lista [      gado,       ]: 

     [0] -> [15]
     [1] -> [15]
     [2] -> [15]
     [3] -> [15]
     [4] -> [15]
     [5] -> [15]
  Contagem de comparacoes nos nós por posicao da lista [                  ]: 

     [0] -> [15]
  Contagem de comparacoes nos nós por posicao da lista [      tive        ]: 

     [0] -> [15]
     [1] -> [15]
     [2] -> [15]
     [3] -> [15]
     [4] -> [15]
  Contagem de comparacoes nos nós por posicao da lista [    fazendas.     ]: 

     [0] -> [15]
     [1] -> [15]
     [2] -> [15]
     [3] -> [15]
     [4] -> [15]
     [5] -> [15]
     [6] -> [15]
     [7] -> [15]
     [8] -> [15]
     [9] -> [15]
  Contagem de comparacoes nos nós por posicao da lista [      Hoje        ]: 

     [0] -> [15]
     [1] -> [15]
     [2] -> [15]
     [3] -> [15]
     [4] -> [15]
  Contagem de comparacoes nos nós por posicao da lista [        A         ]: 

     [0] -> [15]
     [1] -> [15]
  Contagem de comparacoes nos nós por posicao da lista [       sou        ]: 

     [0] -> [15]
     [1] -> [15]
     [2] -> [15]
     [3] -> [15]
  Contagem de comparacoes nos nós por posicao da lista [   funcionario    ]: 

     [0] -> [15]
     [1] -> [15]
     [2] -> [15]
     [3] -> [15]
     [4] -> [15]
     [5] -> [15]
     [6] -> [15]
     [7] -> [15]
     [8] -> [15]
     [9] -> [15]
     [10] -> [15]
     [11] -> [15]
  Contagem de comparacoes nos nós por posicao da lista [    publico.      ]: 

     [0] -> [15]
     [1] -> [15]
     [2] -> [15]
     [3] -> [15]
     [4] -> [15]
     [5] -> [15]
     [6] -> [15]
     [7] -> [15]
     [8] -> [15]
  Contagem de comparacoes nos nós por posicao da lista [       de         ]: 

     [0] -> [15]
     [1] -> [15]
     [2] -> [15]
